Date,Open,High,Low,Close,Volume
2023-03-23,15214.95,15250.48,15101.14,15201.63,444273792
2023-03-24,15174.36,15555.50,15120.52,15447.00,355923641
2023-03-27,15489.27,15505.66,15289.75,15421.60,414511332
2023-03-28,15366.72,15369.98,15237.75,15267.80,339651278
2023-03-29,15220.06,15398.81,15072.82,15201.92,443871001
2023-03-30,15222.40,15373.88,15003.29,15027.81,359940954
2023-03-31,15012.59,15372.38,14986.64,15222.53,256112675
2023-04-03,15198.58,15317.27,14966.24,14968.08,416396061
2023-04-04,14988.47,15097.48,14580.62,14754.89,275771180
2023-04-05,14758.71,14863.19,14352.49,14570.72,306077581
2023-04-06,14625.67,14749.92,14132.12,14345.32,310427809
2023-04-07,14293.84,14304.95,14117.18,14128.04,499492534
2023-04-10,14173.80,14374.32,13979.53,14360.83,485381339
2023-04-11,14396.45,14533.75,14265.28,14312.73,461691546
2023-04-12,14311.96,14325.00,14165.08,14191.85,255941067
2023-04-13,14154.28,14257.65,14076.76,14147.23,280536416
2023-04-14,14174.49,14472.02,14092.77,14415.35,477148905
2023-04-17,14376.71,14528.56,14070.39,14199.45,449200778
2023-04-18,14204.93,14506.63,14159.38,14323.74,471308315
2023-04-19,14354.62,14481.79,14155.03,14266.11,255578560
2023-04-20,14266.51,14371.54,14183.66,14240.60,546803878
2023-04-21,14289.03,14596.06,14090.68,14501.43,359844197
2023-04-24,14450.77,14557.66,14171.10,14191.81,496317065
2023-04-25,14166.64,14217.73,14091.37,14164.10,504897726
2023-04-26,14174.54,14250.66,14028.71,14130.36,351572060
2023-04-27,14091.54,14220.00,13683.46,13847.49,283208125
2023-04-28,13849.30,13912.61,13459.16,13651.91,250251554
2023-05-01,13602.05,13918.97,13424.34,13850.99,424935976
2023-05-02,13820.03,13885.34,13719.75,13756.30,496017972
2023-05-03,13744.53,13924.50,13552.52,13709.90,261175886
2023-05-04,13693.72,13785.92,13677.67,13744.78,519423961
2023-05-05,13781.19,13922.16,13743.89,13917.45,290874536
2023-05-08,13958.33,14088.50,13636.14,13751.57,389434421
2023-05-09,13745.03,14069.74,13733.08,13970.26,347533351
2023-05-10,13959.02,14198.40,13847.12,14055.04,468475763
2023-05-11,14018.75,14201.43,13623.63,13750.08,314615940
2023-05-12,13734.16,13802.24,13510.77,13681.78,507484273
2023-05-15,13680.41,13690.77,13550.23,13670.53,518388457
2023-05-16,13663.88,13738.07,13353.14,13438.93,486824171
2023-05-17,13445.58,13632.04,13438.75,13505.12,508125618
2023-05-18,13551.17,13743.33,13432.00,13469.61,494162045
2023-05-19,13501.18,13774.02,13435.02,13634.04,320625448
2023-05-22,13595.55,13617.53,13427.01,13436.17,437904330
2023-05-23,13425.82,13564.43,13040.63,13185.05,506897481
2023-05-24,13184.92,13316.60,13027.51,13256.69,319533138
2023-05-25,13231.76,13260.17,12970.70,13050.96,329254954
2023-05-26,13030.31,13053.36,12927.78,12979.10,420030686
2023-05-29,12957.76,13318.91,12898.86,13125.59,491362630
2023-05-30,13148.11,13298.49,12822.21,12931.50,423002143
2023-05-31,12895.21,13031.12,12739.63,12816.92,525276454
2023-06-01,12827.81,13192.89,12730.30,13059.40,353914057
2023-06-02,13072.04,13252.00,12941.54,13013.57,363670333
2023-06-05,12969.91,13085.28,12969.01,13032.91,528026197
2023-06-06,12991.29,13411.46,12855.28,13214.75,437673315
2023-06-07,13174.22,13574.26,13146.60,13432.84,318035142
2023-06-08,13389.54,13778.03,13383.56,13613.57,291048045
2023-06-09,13574.13,13866.81,13544.12,13745.64,445900898
2023-06-12,13795.04,14023.54,13661.74,14020.42,540828317
2023-06-13,14054.48,14194.55,13663.44,13807.54,435095439
2023-06-14,13827.83,14261.00,13794.83,14087.23,353043910
2023-06-15,14143.30,14439.33,14025.04,14230.72,288705298
2023-06-16,14234.99,14247.53,13988.19,14096.94,524690115
2023-06-19,14141.35,14321.58,14024.26,14262.39,530434642
2023-06-20,14276.96,14463.71,14094.53,14264.49,254620790
2023-06-21,14216.65,14401.60,13924.63,14070.69,385963668
2023-06-22,14086.76,14173.18,13963.59,14047.26,463580264
2023-06-23,14070.03,14144.11,14006.18,14056.31,281390133
2023-06-26,14037.88,14133.24,13705.78,13869.76,512188510
2023-06-27,13822.73,14183.02,13643.57,14001.80,488869441
2023-06-28,13990.75,14231.38,13818.38,14064.22,290644756
2023-06-29,14081.94,14286.97,14027.50,14092.37,455372068
2023-06-30,14107.85,14293.79,14106.67,14168.25,470276741
2023-07-03,14156.56,14404.92,14013.34,14272.87,407415232
2023-07-04,14312.19,14526.47,14096.26,14273.55,256895457
2023-07-05,14224.85,14381.86,13912.88,14045.01,450753063
2023-07-06,14047.38,14190.22,13921.24,14185.44,396942218
2023-07-07,14157.18,14330.39,13860.24,13879.81,370536772
2023-07-10,13923.91,14149.38,13757.26,14063.89,445657258
2023-07-11,14022.06,14163.47,13784.11,13877.02,516696808
2023-07-12,13910.80,14055.13,13486.98,13652.00,319216249
2023-07-13,13601.23,13655.11,13374.25,13399.53,484926824
2023-07-14,13430.95,13441.19,13254.13,13404.42,492172657
2023-07-17,13384.53,13759.45,13316.54,13565.45,331797974
2023-07-18,13596.39,14036.12,13455.72,13836.14,403584182
2023-07-19,13819.88,14058.03,13628.82,14029.80,515512885
2023-07-20,14059.38,14150.91,13702.12,13792.18,310484987
2023-07-21,13830.45,14228.05,13784.83,14035.50,336408659
2023-07-24,14039.30,14087.86,13794.67,13814.15,356363455
2023-07-25,13812.48,13977.17,13590.29,13607.95,425269266
2023-07-26,13582.46,13782.70,13359.56,13538.54,375026538
2023-07-27,13517.50,13575.73,13303.08,13316.41,399685118
2023-07-28,13314.73,13438.48,13153.73,13419.12,521669718
2023-07-31,13389.22,13736.95,13354.98,13651.62,394204767
2023-08-01,13604.15,13817.80,13423.98,13728.73,459463168
2023-08-02,13726.31,14142.47,13724.46,13953.89,420280132
2023-08-03,13904.85,14046.30,13589.24,13784.06,460695039
2023-08-04,13833.33,13958.52,13549.61,13743.21,391866047
2023-08-07,13755.64,13933.67,13668.54,13923.60,375726448
2023-08-08,13890.63,14277.79,13739.37,14142.18,359679938
2023-08-09,14116.55,14207.31,13654.63,13848.01,533121696
2023-08-10,13887.63,14056.24,13705.24,13855.69,534712340
2023-08-11,13827.05,13969.15,13551.90,13623.80,518529004
2023-08-14,13574.49,13944.78,13487.23,13772.99,331429418
2023-08-15,13765.36,13766.02,13647.99,13701.05,538419014
2023-08-16,13703.29,13849.02,13478.40,13588.98,355315036
2023-08-17,13584.53,13813.43,13542.05,13670.57,316793447
2023-08-18,13670.23,13938.10,13583.86,13748.44,464234318
2023-08-21,13723.47,13852.33,13626.03,13627.19,321443741
2023-08-22,13597.17,13789.46,13536.38,13681.48,366573626
2023-08-23,13644.94,13781.35,13299.80,13471.07,527424527
2023-08-24,13437.35,13607.95,13151.04,13222.00,472531938
2023-08-25,13225.29,13403.80,13037.83,13101.94,486311160
2023-08-28,13113.40,13320.25,13102.90,13273.85,489125234
2023-08-29,13238.46,13294.69,12939.85,13055.63,354085296
2023-08-30,13076.55,13235.40,12740.96,12876.54,295535739
2023-08-31,12901.08,13070.17,12889.98,12896.47,385353289
2023-09-01,12926.24,12981.98,12880.81,12908.80,400388380
2023-09-04,12938.55,13282.59,12774.28,13159.61,354135118
2023-09-05,13139.13,13330.64,12972.12,13199.56,306954975
2023-09-06,13193.43,13389.85,13187.27,13223.02,266473112
2023-09-07,13208.55,13333.03,12853.71,12967.95,519348437
2023-09-08,12967.23,13110.50,12762.16,12941.80,429497782
2023-09-11,12990.01,13049.02,12812.86,13000.21,448087537
2023-09-12,12965.69,13290.75,12877.71,13142.34,293021357
2023-09-13,13161.11,13239.80,13036.21,13183.87,543015029
2023-09-14,13162.93,13275.57,12927.02,12958.57,308622460
2023-09-15,13007.81,13369.10,12903.46,13197.53,392278648
2023-09-18,13151.46,13375.44,13011.52,13364.29,529619640
2023-09-19,13362.14,13372.13,13088.09,13267.31,306329001
2023-09-20,13317.72,13511.07,13019.18,13129.65,349621835
2023-09-21,13149.96,13424.14,12985.25,13312.19,361787678
2023-09-22,13316.25,13642.72,13181.89,13485.43,318460728
2023-09-25,13520.91,13669.99,13402.99,13563.42,254178318
2023-09-26,13601.66,13688.99,13462.36,13673.42,296029839
2023-09-27,13670.86,13691.44,13471.46,13484.64,306841534
2023-09-28,13481.54,13505.50,13261.52,13299.61,520623138
2023-09-29,13268.57,13306.98,13265.94,13272.02,327137478
2023-10-02,13273.65,13414.94,13009.60,13029.05,488434050
2023-10-03,12977.12,13331.50,12786.71,13207.60,415230174
2023-10-04,13180.94,13312.08,12965.24,12970.92,540918580
2023-10-05,12947.32,12997.25,12657.84,12835.44,256233427
2023-10-06,12850.86,12912.53,12818.63,12826.58,502633221
2023-10-09,12863.80,13144.06,12740.79,13033.46,385908184
2023-10-10,13030.27,13229.04,12857.06,13123.16,410198427
2023-10-11,13110.54,13335.54,12980.04,13225.87,264654380
2023-10-12,13211.79,13249.28,13091.49,13202.89,374036716
2023-10-13,13202.77,13591.51,13165.26,13437.13,522534153
2023-10-16,13448.44,13521.66,13131.61,13316.96,476985766
2023-10-17,13266.19,13485.23,13135.90,13368.67,291985572
2023-10-18,13408.52,13553.43,13136.28,13311.86,407398374
2023-10-19,13293.94,13294.16,13184.45,13190.00,530071728
2023-10-20,13221.09,13444.91,13133.99,13266.72,396816832
2023-10-23,13273.01,13351.99,12960.46,13133.36,275790752
2023-10-24,13115.33,13259.04,12974.48,13051.31,506139992
2023-10-25,13016.00,13309.07,12992.83,13127.95,502044223
2023-10-26,13108.53,13338.19,13009.47,13262.97,436395419
2023-10-27,13225.01,13357.78,12921.64,13058.88,297747262
2023-10-30,13008.76,13248.81,12847.05,13230.55,423293773
2023-10-31,13198.13,13466.97,13129.92,13421.61,435066937
2023-11-01,13392.88,13526.15,13303.10,13396.76,541937877
2023-11-02,13399.66,13486.89,12974.87,13155.68,341338686
2023-11-03,13190.40,13324.21,13105.04,13109.68,336085864
2023-11-06,13082.53,13117.24,12950.45,12973.17,455891704
2023-11-07,12986.60,13325.46,12846.63,13164.32,336173163
2023-11-08,13152.59,13208.32,12806.27,12971.98,262575681
2023-11-09,12984.12,13082.67,12664.71,12770.29,455943035
2023-11-10,12737.81,12843.25,12665.43,12739.07,487181268
2023-11-13,12742.82,12859.55,12659.97,12695.85,472664274
2023-11-14,12731.91,12973.76,12712.64,12960.98,451187309
2023-11-15,12984.90,13009.34,12769.90,12957.01,343340041
2023-11-16,12953.81,13044.72,12866.32,12975.60,339743007
2023-11-17,12944.11,13137.50,12702.11,12749.24,413250270
2023-11-20,12722.63,12788.71,12483.80,12632.03,341005339
2023-11-21,12583.11,12673.07,12551.76,12614.08,407302361
2023-11-22,12649.71,12848.04,12490.77,12753.35,479725619
2023-11-23,12753.60,13063.93,12584.52,12923.27,496694950
2023-11-24,12889.43,13122.26,12830.46,13106.95,543661765
2023-11-27,13105.04,13139.78,13016.84,13025.33,504621022
2023-11-28,13035.01,13208.07,13002.64,13165.93,351987471
2023-11-29,13168.84,13367.25,13112.88,13277.00,274245173
2023-11-30,13264.86,13269.02,13032.88,13145.68,282258010
2023-12-01,13150.86,13537.75,13107.07,13374.65,361691705
2023-12-04,13343.09,13344.00,13040.52,13083.53,379241149
2023-12-05,13131.43,13415.40,13041.96,13376.87,492828777
2023-12-06,13371.26,13806.85,13252.91,13619.07,495287309
2023-12-07,13614.85,13667.27,13570.99,13583.92,264565722
2023-12-08,13605.64,13997.99,13520.77,13816.15,439815372
2023-12-11,13829.42,14159.74,13738.49,13965.42,469257308
2023-12-12,14004.57,14294.49,13908.77,14174.44,322627255
2023-12-13,14131.47,14187.16,13701.82,13910.20,267849573
2023-12-14,13902.52,13905.42,13735.41,13757.30,536032102
2023-12-15,13807.18,13842.41,13363.68,13566.35,335618672
2023-12-18,13524.25,13631.51,13080.35,13256.70,516779651
2023-12-19,13283.65,13307.45,13037.62,13208.44,508137435
2023-12-20,13195.24,13335.44,13027.67,13117.61,278607351
2023-12-21,13131.33,13156.24,12916.99,12985.70,496426311
2023-12-22,12955.15,13131.00,12864.57,12887.06,508572713
2023-12-25,12839.92,12852.10,12483.74,12601.42,382125251
2023-12-26,12561.77,12648.36,12378.13,12615.20,426514342
2023-12-27,12597.47,12868.00,12498.15,12683.46,540996458
2023-12-28,12732.52,12743.45,12509.93,12568.18,322021056
2023-12-29,12559.04,12815.91,12482.96,12721.91,342685830
2024-01-01,12698.39,12966.68,12548.92,12851.82,379203365
2024-01-02,12889.62,13078.73,12771.42,12799.62,350835861
2024-01-03,12764.85,12997.46,12648.13,12855.27,399748631
2024-01-04,12856.11,13034.70,12818.54,12994.73,306139367
2024-01-05,12997.95,13028.20,12692.80,12765.92,500487400
2024-01-08,12774.60,12859.53,12542.54,12554.00,457467096
2024-01-09,12533.35,12632.36,12511.97,12527.08,369863025
2024-01-10,12552.87,12615.51,12140.09,12314.75,296256389
2024-01-11,12297.45,12382.76,12023.06,12094.58,361282336
2024-01-12,12106.39,12220.37,12079.64,12183.52,406690155
2024-01-15,12177.72,12203.60,11909.15,12016.01,490903701
2024-01-16,11996.40,12017.77,11877.28,11917.44,480156687
2024-01-17,11912.09,11965.85,11798.95,11854.66,400575404
2024-01-18,11863.85,12037.74,11759.48,11948.54,397800427
2024-01-19,11972.83,12195.57,11919.51,12088.76,442622242
2024-01-22,12098.05,12179.54,11929.17,12073.31,477805964
2024-01-23,12085.52,12334.30,11906.96,12309.32,279099336
2024-01-24,12314.13,12334.82,12113.29,12158.58,341667145
2024-01-25,12157.24,12523.53,12029.00,12396.82,344842342
2024-01-26,12369.55,12387.26,12281.72,12302.02,406186307
2024-01-29,12294.96,12342.07,11991.68,12133.33,422474590
2024-01-30,12173.59,12248.74,12135.70,12248.62,300226866
2024-01-31,12247.97,12413.58,12088.62,12330.36,337388541
2024-02-01,12300.40,12565.97,12152.53,12439.96,513402729
2024-02-02,12461.31,12557.00,12272.62,12333.91,370534224
2024-02-05,12316.36,12407.89,12007.75,12095.83,428816943
2024-02-06,12129.42,12195.32,11977.53,12030.01,426488908
2024-02-07,12029.25,12143.96,11826.38,11977.90,496260607
2024-02-08,11932.69,12063.27,11873.01,11954.81,541385933
2024-02-09,11956.33,11979.79,11704.19,11868.76,380792859
2024-02-12,11880.87,11920.88,11709.54,11883.22,288610916
2024-02-13,11915.31,11971.41,11801.38,11887.61,418823949
2024-02-14,11918.83,12066.28,11762.96,12003.34,362577138
2024-02-15,11957.14,12031.66,11710.01,11817.12,414626342
2024-02-16,11808.64,11945.60,11658.30,11939.85,297553212
2024-02-19,11929.61,11955.12,11795.20,11814.31,256469957
2024-02-20,11789.10,11902.91,11597.80,11612.84,300312922
2024-02-21,11627.34,11660.93,11512.63,11645.10,398273326
2024-02-22,11656.15,11734.11,11491.73,11511.44,416991382
2024-02-23,11479.72,11554.19,11284.07,11396.78,472185655
2024-02-26,11425.66,11470.37,11263.36,11293.60,518060958
2024-02-27,11266.97,11481.32,11218.09,11474.34,476473162
2024-02-28,11484.72,11689.57,11444.24,11618.81,402299988
2024-02-29,11594.36,11697.23,11448.95,11558.32,385500385
2024-03-01,11592.56,11765.89,11413.35,11438.85,414703754
2024-03-04,11455.88,11489.69,11101.68,11234.39,458106952
2024-03-05,11195.40,11454.85,11121.88,11391.62,300069843
2024-03-06,11435.49,11577.29,11286.06,11410.76,377361612
2024-03-07,11423.48,11474.47,11229.94,11363.56,480967944
2024-03-08,11390.42,11474.25,11304.40,11336.97,295238583
2024-03-11,11382.23,11556.94,11366.40,11438.89,268549363
2024-03-12,11432.55,11520.53,11412.50,11520.01,486449804
2024-03-13,11491.21,11552.15,11196.66,11365.91,273099390
2024-03-14,11338.83,11492.57,11035.74,11127.08,379389255
2024-03-15,11086.74,11219.26,10863.73,10936.02,284576974
2024-03-18,10971.19,11198.65,10906.37,11075.65,337693100
2024-03-19,11089.94,11095.06,10889.24,10930.01,441161315
2024-03-20,10971.77,11111.10,10880.34,10883.71,517274749
2024-03-21,10862.74,10997.93,10757.09,10839.21,522260697
2024-03-22,10802.54,11014.45,10674.89,10855.85,365565818
2024-03-25,10844.42,10866.83,10604.68,10740.46,531036085
2024-03-26,10767.01,10895.65,10725.55,10760.55,416059259
2024-03-27,10764.21,10928.43,10709.58,10786.48,523015613
2024-03-28,10786.34,11048.21,10654.41,10903.54,346084878
2024-03-29,10905.46,10925.46,10838.50,10862.95,262852400
2024-04-01,10884.97,11031.24,10730.62,10933.99,446203980
2024-04-02,10892.83,10939.52,10868.91,10897.33,320062526
2024-04-03,10909.39,10926.46,10633.88,10756.04,317744805
2024-04-04,10789.76,10835.86,10558.96,10595.06,420847127
2024-04-05,10615.17,10640.09,10354.39,10488.83,319345050
2024-04-08,10458.66,10537.94,10317.27,10445.37,392702904
2024-04-09,10454.63,10541.93,10344.90,10449.18,348069456
2024-04-10,10437.12,10457.23,10316.46,10405.60,452288612
2024-04-11,10388.90,10518.91,10262.24,10442.96,483142167
2024-04-12,10465.86,10610.08,10245.93,10266.59,522952527
2024-04-15,10262.15,10352.68,10180.56,10335.78,447551471
2024-04-16,10295.72,10311.94,10103.71,10164.67,433284890
2024-04-17,10164.41,10204.49,9900.38,10004.65,301172830
2024-04-18,10023.91,10295.43,9980.28,10219.88,406395854
2024-04-19,10208.86,10432.21,10173.14,10337.51,451297200
2024-04-22,10343.79,10620.52,10326.28,10472.93,467526749
2024-04-23,10483.61,10623.24,10268.27,10337.97,442753898
2024-04-24,10317.07,10368.88,10175.23,10228.92,419835480
2024-04-25,10262.29,10394.98,10092.00,10147.96,293752384
2024-04-26,10124.66,10272.25,9905.80,9929.36,489150566
2024-04-29,9900.40,9968.06,9832.41,9873.06,475908871
2024-04-30,9870.08,10068.15,9833.97,9999.78,470334169
2024-05-01,10008.54,10143.95,9899.23,9919.45,368149612
2024-05-02,9891.07,9942.24,9698.35,9842.45,507116945
2024-05-03,9848.12,9935.77,9645.28,9789.40,296255310
2024-05-06,9802.68,9858.09,9696.68,9843.64,382488555
2024-05-07,9845.62,9908.31,9694.23,9817.81,320967478
2024-05-08,9826.22,9999.42,9716.77,9874.61,450748479
2024-05-09,9865.08,10035.79,9802.72,10017.87,328335676
2024-05-10,10031.17,10161.81,10024.25,10122.34,403745629
2024-05-13,10148.30,10444.81,10134.18,10324.06,359390851
2024-05-14,10331.20,10393.14,10274.84,10377.18,433329842
2024-05-15,10367.74,10512.42,10352.82,10440.18,417030974
2024-05-16,10469.63,10557.87,10298.33,10404.70,491096821
2024-05-17,10420.69,10604.13,10342.97,10519.36,271592720
2024-05-20,10478.22,10557.45,10392.26,10399.22,490561012
2024-05-21,10422.16,10431.96,10196.58,10259.38,495332255
2024-05-22,10238.97,10332.40,9888.46,10037.48,255089521
2024-05-23,10062.88,10065.75,9847.80,9884.87,349995085
2024-05-24,9867.24,9997.82,9806.31,9810.63,318422998
2024-05-27,9799.19,9810.63,9622.87,9699.66,403946484
2024-05-28,9670.53,9768.04,9501.31,9512.95,359432380
2024-05-29,9525.22,9730.61,9488.29,9678.38,396939571
2024-05-30,9661.47,9949.08,9548.07,9846.66,318474117
2024-05-31,9832.54,9919.01,9662.25,9784.51,401991610
2024-06-03,9752.73,9773.25,9478.73,9581.83,501853798
2024-06-04,9576.73,9777.15,9557.33,9638.34,505717862
2024-06-05,9621.32,9733.01,9593.25,9650.62,302018192
2024-06-06,9646.13,9786.98,9541.14,9679.70,291933544
2024-06-07,9687.09,9923.80,9562.35,9825.31,406145689
2024-06-10,9815.97,9986.80,9691.87,9950.29,406244944
2024-06-11,9982.68,10106.98,9694.08,9832.57,452353783
2024-06-12,9840.97,9880.08,9642.77,9744.41,378107714
2024-06-13,9755.38,9979.90,9681.11,9911.86,513302789
2024-06-14,9944.74,10080.56,9875.04,9910.86,464326033
2024-06-17,9935.55,9980.07,9785.34,9837.09,463518925
2024-06-18,9802.84,9906.85,9556.17,9680.56,422156658
2024-06-19,9665.75,9814.66,9627.89,9798.61,250852915
2024-06-20,9761.38,9906.08,9630.85,9892.42,516246281
2024-06-21,9895.53,10012.81,9708.38,9718.34,339818971
2024-06-24,9724.49,9836.69,9680.17,9687.19,434144275
2024-06-25,9706.80,9732.33,9657.63,9708.12,260843261
2024-06-26,9715.01,9840.09,9526.20,9548.23,280358122
2024-06-27,9576.46,9715.78,9466.80,9609.57,547886875
2024-06-28,9627.70,9706.55,9587.61,9622.91,263223078
2024-07-01,9612.54,9657.34,9495.45,9598.36,415410486
2024-07-02,9623.09,9755.66,9555.80,9601.93,508974156
2024-07-03,9611.78,9743.15,9403.29,9515.33,432681610
2024-07-04,9484.11,9610.31,9390.54,9392.13,424873715
2024-07-05,9378.49,9453.08,9280.41,9343.36,531669819
2024-07-08,9324.56,9388.45,9071.34,9206.55,547320581
2024-07-09,9241.55,9531.73,9120.72,9425.01,338342813
2024-07-10,9444.41,9544.68,9227.60,9309.52,297535242
2024-07-11,9299.38,9393.44,9207.83,9389.40,460284031
2024-07-12,9420.78,9459.38,9379.70,9457.70,456347067
2024-07-15,9472.36,9510.77,9304.43,9349.77,480009898
2024-07-16,9366.34,9458.92,9319.47,9402.42,348773795
2024-07-17,9380.33,9504.21,9139.12,9207.98,321375382
2024-07-18,9204.09,9327.30,9067.33,9173.16,263431854
2024-07-19,9188.65,9404.52,9119.18,9327.30,536462426
2024-07-22,9303.24,9344.29,9050.71,9168.52,495490111
2024-07-23,9160.29,9199.03,8963.24,9040.35,362610437
2024-07-24,9074.71,9101.14,8906.44,8950.31,413445633
2024-07-25,8945.43,9074.82,8717.60,8813.21,288236772
2024-07-26,8787.51,8928.10,8692.18,8820.84,395732481
2024-07-29,8809.66,8871.70,8703.60,8853.40,363916958
2024-07-30,8877.96,8917.08,8683.55,8771.54,295249593
2024-07-31,8785.07,8895.15,8719.16,8814.27,501284518
2024-08-01,8779.51,8914.88,8677.69,8802.47,470952321
2024-08-02,8808.11,8939.79,8775.54,8846.91,403143439
2024-08-05,8819.03,8890.89,8810.01,8837.72,463850758
2024-08-06,8861.26,9119.42,8743.42,9004.12,285476501
2024-08-07,8997.33,9154.71,8981.75,9049.66,411846626
2024-08-08,9065.67,9068.47,8914.92,8997.40,410444141
2024-08-09,9014.80,9212.11,8904.05,9143.58,265620524
2024-08-12,9123.30,9306.49,9051.49,9258.43,453589530
2024-08-13,9254.86,9378.54,9030.72,9072.09,253186845
2024-08-14,9044.57,9221.40,8962.55,9102.82,439620550
2024-08-15,9134.29,9265.91,9068.17,9114.47,328612035
2024-08-16,9141.11,9363.07,9064.26,9297.58,414173658
2024-08-19,9326.51,9447.62,9268.84,9273.70,266041075
2024-08-20,9301.73,9509.66,9286.61,9428.21,393871761
2024-08-21,9403.16,9528.38,9293.30,9487.89,346696308
2024-08-22,9511.70,9578.77,9443.27,9451.93,546131598
2024-08-23,9420.12,9450.88,9306.99,9384.00,272980547
2024-08-26,9347.76,9633.67,9328.59,9505.78,516468115
2024-08-27,9502.08,9709.55,9467.04,9647.69,300517581
2024-08-28,9624.29,9654.46,9450.54,9538.31,391508547
2024-08-29,9566.64,9684.94,9466.17,9494.09,308616195
2024-08-30,9463.36,9513.63,9329.62,9335.10,340987258
2024-09-02,9338.21,9606.24,9243.39,9524.52,270857778
2024-09-03,9503.59,9593.76,9329.00,9333.01,548640255
2024-09-04,9329.17,9396.01,9121.98,9234.52,357514203
2024-09-05,9217.25,9340.98,9091.66,9251.02,380683801
2024-09-06,9239.44,9338.63,9109.38,9320.75,415212380
2024-09-09,9354.43,9469.10,9214.44,9356.61,426754830
2024-09-10,9338.15,9450.83,9247.36,9352.12,404886069
2024-09-11,9324.28,9383.51,9046.62,9151.36,374293644
2024-09-12,9176.67,9238.67,9123.78,9198.10,359712474
2024-09-13,9222.53,9244.50,9004.40,9073.52,290986112
2024-09-16,9093.65,9224.54,9053.44,9153.03,532859184
2024-09-17,9185.63,9400.07,9075.63,9308.60,311914946
2024-09-18,9280.92,9520.33,9187.22,9450.95,273952091
2024-09-19,9480.43,9678.50,9394.45,9643.81,373091159
2024-09-20,9641.38,9705.32,9367.28,9488.23,369600419
2024-09-23,9525.77,9540.41,9347.32,9458.80,468131801
2024-09-24,9494.41,9523.78,9384.66,9474.85,440630585
2024-09-25,9497.47,9766.38,9489.13,9658.69,502518355
2024-09-26,9677.58,9782.11,9644.50,9743.21,426316413
2024-09-27,9750.07,9812.95,9665.99,9719.96,332610658
2024-09-30,9691.25,9806.89,9562.15,9767.30,440249295
2024-10-01,9750.25,9874.41,9489.02,9624.62,287564326
2024-10-02,9630.57,9703.81,9499.36,9618.09,275340715
2024-10-03,9585.63,9602.50,9502.86,9561.51,539546220
2024-10-04,9527.24,9683.05,9454.10,9678.38,451076744
2024-10-07,9644.20,9909.24,9513.68,9822.07,425456100
2024-10-08,9803.74,10081.05,9794.58,9987.32,352300919
2024-10-09,9960.93,9976.45,9707.66,9838.32,328553548
2024-10-10,9799.25,9949.73,9693.98,9880.75,353455284
2024-10-11,9872.90,9937.49,9685.44,9704.24,331079870
2024-10-14,9685.41,9725.58,9490.82,9500.68,506600349
2024-10-15,9512.31,9575.41,9371.90,9495.19,433965449
2024-10-16,9491.66,9579.44,9215.37,9302.28,384628447
2024-10-17,9303.83,9393.31,9181.61,9390.98,410964030
2024-10-18,9398.40,9525.47,9188.35,9302.22,415353025
2024-10-21,9306.53,9337.52,9250.86,9263.71,356898297
2024-10-22,9268.66,9483.38,9200.38,9399.00,350274605
2024-10-23,9420.83,9690.54,9359.40,9589.64,424091571
2024-10-24,9587.45,9733.32,9466.11,9711.39,548324884
2024-10-25,9700.62,9876.40,9594.07,9793.54,476202484
2024-10-28,9804.13,9891.53,9685.40,9891.09,462215375
2024-10-29,9887.85,9949.65,9688.78,9752.39,304479878
2024-10-30,9773.23,9874.56,9595.81,9639.99,521498383
2024-10-31,9666.33,9909.13,9658.48,9777.75,509931716
2024-11-01,9751.99,9975.43,9638.48,9904.99,252061968
2024-11-04,9882.17,9911.14,9682.23,9700.64,372525509
2024-11-05,9716.01,9811.65,9548.59,9604.75,457624810
2024-11-06,9631.44,9724.73,9410.45,9450.03,342458193
2024-11-07,9441.20,9560.97,9245.28,9288.37,460728816
2024-11-08,9287.38,9526.60,9183.28,9441.57,417718948
2024-11-11,9436.08,9542.00,9364.31,9459.47,320460361
2024-11-12,9422.70,9601.84,9282.04,9515.94,541917052
2024-11-13,9535.44,9786.46,9437.18,9679.48,518985731
2024-11-14,9685.38,9736.55,9504.97,9643.76,322407952
2024-11-15,9674.60,9679.87,9555.18,9574.48,312371827
2024-11-18,9545.88,9566.16,9379.46,9398.02,349893136
2024-11-19,9396.17,9404.55,9174.87,9251.89,450516304
2024-11-20,9258.90,9339.32,9130.65,9269.79,292774034
2024-11-21,9246.03,9540.22,9157.63,9430.62,399040999
2024-11-22,9402.67,9517.26,9093.59,9217.43,286060964
2024-11-25,9209.62,9379.90,9148.13,9322.56,319753455
2024-11-26,9347.82,9363.52,9190.06,9222.53,417731906
2024-11-27,9229.80,9259.19,9075.62,9107.73,393759351
2024-11-28,9120.07,9143.69,9009.26,9055.94,320424702
2024-11-29,9025.75,9121.78,8927.76,8929.39,277552328
2024-12-02,8900.76,8991.38,8809.02,8819.79,283720987
2024-12-03,8815.84,8855.19,8729.52,8743.10,417436330
2024-12-04,8738.50,8872.17,8657.72,8858.83,381296200
2024-12-05,8847.43,9010.39,8820.40,8979.55,473487165
2024-12-06,8954.61,9008.72,8663.90,8777.05,288394086
2024-12-09,8776.07,8891.20,8582.46,8649.34,455290852
2024-12-10,8663.26,8816.37,8547.71,8688.83,325640321
2024-12-11,8683.27,8821.73,8581.29,8807.35,269859915
2024-12-12,8818.15,8909.84,8676.05,8738.05,454694834
